영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
레드 라이딩 후드,캐서린 하드윅,워너브러더스 코리아(주),2011-03-17,장편,미국,249,2728562500,362572,"1,032,181,500","131,108",드라마,15세관람가,일반영화
투 윅스 노티스,마크 로렌스,워너브러더스 코리아(주),2003-02-14,장편,미국,0,0,362000,0,"195,000",멜로/로맨스,전체관람가,일반영화
강적,조민호,(주)쇼박스,2006-06-22,장편,한국,0,0,361155,0,"103,669",액션,15세관람가,일반영화
펠햄 123,토니 스콧,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-06-11,장편,미국,241,2415075136,360661,"1,023,511,000","145,905",액션,15세관람가,일반영화
무인 곽원갑,우인태,쇼이스트(주),2006-03-23,장편,중국,0,0,360630,0,"72,654",액션,12세관람가,독립/예술영화
홈,팀 존슨,(주)씨제이이엔엠,2015-05-21,장편,미국,532,2692225691,360556,"649,663,691","83,379",애니메이션,전체관람가,일반영화
블라인드 사이드,존 리 행콕,워너브러더스 코리아(주),2010-04-15,장편,미국,132,2643699147,359899,"1,313,335,000","172,111",드라마,12세관람가,독립/예술영화
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,유야마 쿠니히코,(주)씨제이이엔엠,2011-12-22,장편,일본,237,2382820000,359663,"510,216,500","73,338",애니메이션,전체관람가,일반영화
고질라: 킹 오브 몬스터,마이클 도허티,워너브러더스 코리아(주),2019-05-29,장편,미국,923,3085036318,359041,"869,712,348","88,798",액션,12세관람가,일반영화
환생,시미즈 다카시,(주)쇼박스,2006-06-08,장편,일본,0,0,358591,0,"89,806",공포(호러),15세관람가,일반영화
크리스마스 캐롤,로버트 저메키스,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-11-26,장편,미국,173,2703851150,358286,"1,267,721,000","152,012",애니메이션,전체관람가,일반영화
데스노트 L: 새로운 시작,나카타 히데오,(주)엔케이컨텐츠,2008-02-21,장편,일본,243,2174665500,358046,"546,124,000","84,691",스릴러,15세관람가,일반영화
클로버필드 10번지,댄 트라첸버그,롯데쇼핑㈜롯데엔터테인먼트,2016-04-07,장편,미국,575,2922834655,356976,"1,056,740,255","124,309",미스터리,15세관람가,일반영화
어바웃 러브,존 헤이,(주)튜브엔터테인먼트,2005-04-21,장편,영국,0,0,356638,0,"157,434",드라마,15세관람가,일반영화
경성학교: 사라진 소녀들,이해영,롯데쇼핑㈜롯데엔터테인먼트,2015-06-18,장편,한국,489,2749027700,356342,"726,924,400","90,270",미스터리,15세관람가,일반영화
씬 시티,쿠엔틴 타란티노,쇼이스트(주),2005-06-30,장편,미국,0,0,356183,0,"142,856",범죄,청소년관람불가,일반영화
더 캣,보 웰치,(주)씨제이이엔엠,2003-12-31,장편,미국,0,0,356143,0,"123,097",판타지,전체관람가,일반영화
어쌔신 크리드,저스틴 커젤,이십세기폭스코리아(주),2017-01-11,장편,미국,566,2899784921,355913,"763,791,621","90,313",액션,15세관람가,일반영화
플립,롭 라이너,(주)팝엔터테인먼트,2017-07-12,장편,미국,249,2818791900,354601,"1,025,482,700","123,030",드라마,12세관람가,일반영화
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,타카하시 와타루,(주)씨제이이엔엠,2018-12-19,장편,일본,489,2735399650,353012,"383,636,800","47,840",애니메이션,전체관람가,일반영화
브라더 베어,로버트 워커,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-01-16,장편,미국,0,0,352691,0,"118,339",드라마,전체관람가,일반영화
아홉살 인생,윤인호,(주)시네마서비스,2004-03-26,장편,한국,0,0,352182,0,"129,800",드라마,전체관람가,독립/예술영화
원초적 본능 2,마이클 카튼-존스,(주)시네마서비스,2006-03-30,장편,미국,0,0,351882,0,"110,726",스릴러,청소년관람불가,일반영화
석조저택 살인사건,김휘,(주)키다리이엔티,2017-05-09,장편,한국,539,2815742886,351830,"765,636,486","92,471",스릴러,15세관람가,일반영화
커플즈,정용기,(주)싸이더스,2011-11-02,장편,한국,387,2646578500,351779,"891,317,000","112,135",멜로/로맨스,15세관람가,일반영화
미드나잇 인 파리,우디 알렌,(주)디스테이션,2012-07-05,장편,미국,189,2607349898,351555,"1,708,472,362","224,023",코미디,15세관람가,독립/예술영화
나이트 플라이트,웨스 크레이븐,(주)씨제이이엔엠,2005-09-09,장편,미국,0,0,351518,0,"139,999",스릴러,15세관람가,일반영화
싱글라이더,이주영,워너브러더스 코리아(주),2017-02-22,장편,한국,576,2685519021,351276,"945,782,821","119,087",드라마,15세관람가,일반영화
오! 문희,정세교,CGV아트하우스,2020-09-02,장편,한국,1110,2798758600,351162,"591,354,210","73,973",코미디,12세관람가,일반영화
그녀,스파이크 존즈,주식회사 더쿱,2014-05-22,장편,미국,168,2861230000,351091,"1,876,008,600","227,358",드라마,청소년관람불가,독립/예술영화
오즈 그레이트 앤드 파워풀,샘 레이미,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-03-07,장편,미국,425,2886185000,350563,"1,059,535,000","117,879",판타지,전체관람가,일반영화
열한번째 엄마,김진성,(주)쇼박스,2007-11-29,장편,한국,0,0,350204,0,"81,433",드라마,12세관람가,일반영화
킬빌,쿠엔틴 타란티노,(주)씨제이이엔엠,2003-11-21,장편,미국,0,0,349699,0,"46,076",액션,청소년관람불가,일반영화
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,유야마 쿠니히코,(주)씨제이이엔엠,2012-12-19,장편,일본,275,1357449750,348883,"301,172,000","73,999",애니메이션,전체관람가,일반영화
해프닝,M. 나이트 샤말란,이십세기폭스코리아(주),2008-06-12,장편,미국,244,2366614500,348772,"892,238,000","124,918",SF,청소년관람불가,일반영화
7호실,이용승,롯데쇼핑㈜롯데엔터테인먼트,2017-11-15,장편,한국,629,2677284639,347790,"784,052,239","98,086",코미디,15세관람가,일반영화
셔터,팍품 웡품,(주)씨제이이엔엠,2005-06-30,장편,기타,0,0,347141,0,"81,501",공포(호러),15세관람가,일반영화
치외법권,신동엽,판씨네마(주),2015-08-27,장편,한국,446,2664941005,346483,"586,388,005","72,126",액션,15세관람가,일반영화
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,시기노 아키라,(주)씨제이이엔엠,2011-05-05,장편,일본,306,2319696500,346441,"490,556,000","70,279",애니메이션,전체관람가,일반영화
상견니,황천인,오드,2023-01-25,장편,기타,699,3448213338,346265,"1,163,025,181","113,948",드라마,15세관람가,일반영화
썸,장윤현,(주)시네마서비스,2004-10-22,장편,한국,0,0,346000,0,"102,894",스릴러,15세관람가,일반영화
덤보,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사,2019-03-27,장편,미국,797,2775096512,345521,"907,932,642","105,909",가족,전체관람가,일반영화
링컨: 뱀파이어 헌터,티무르 베크맘베토브,이십세기폭스코리아(주),2012-08-30,장편,미국,337,2750911500,344876,"921,542,500","108,920",액션,청소년관람불가,일반영화
플러쉬,데이비드 보,(주)씨제이이엔엠,2006-11-23,장편,미국,0,0,344837,0,"82,137",애니메이션,전체관람가,일반영화
아메리칸 스나이퍼,클린트 이스트우드,워너브러더스 코리아(주),2015-01-14,장편,미국,308,2800001438,344766,"1,052,863,738","126,890",액션,청소년관람불가,일반영화
버즈 라이트이어,앵거스 맥클레인,월트디즈니컴퍼니코리아 유한책임회사,2022-06-15,장편,미국,844,3509742460,344438,"1,212,959,250","110,800",애니메이션,전체관람가,일반영화
포켓 몬스터 DP: 아르세우스 초극의 시공으로,유야마 쿠니히코,실버스푼,2009-12-24,장편,일본,79,2276651793,343268,"554,339,500","81,699",애니메이션,전체관람가,일반영화
탄생,박흥식,씨제이 씨지브이(CJ CGV)(주),2022-11-30,장편,한국,670,3091861237,342694,"849,360,301","93,711",드라마,12세관람가,일반영화
동승,주경중,영화사청어람(주),2003-04-11,장편,한국,0,0,342586,0,"100,287",드라마,전체관람가,독립/예술영화
러브 유어셀프 인 서울,기타,씨제이 씨지브이(CJ CGV)(주),2019-01-26,장편,한국,224,3209682900,342366,"1,090,468,000","112,697",공연,전체관람가,일반영화
나두야 간다,정연원,롯데쇼핑㈜롯데시네마,2004-06-25,장편,한국,0,0,342300,0,"52,000",코미디,15세관람가,일반영화
숲속으로,롭 마샬,월트디즈니컴퍼니코리아(주),2014-12-24,장편,미국,356,2596533288,341882,"991,696,988","126,865",뮤지컬,전체관람가,일반영화
브로크백 마운틴,이안,유니버설픽쳐스인터내셔널 코리아(유),2006-03-01,장편,미국,0,0,341242,0,"184,123",드라마,15세관람가,독립/예술영화
자산어보,이준익,플러스엠 엔터테인먼트,2021-03-31,장편,한국,1250,3006620490,340574,"939,559,950","106,182",사극,12세관람가,일반영화
하이힐,장진,롯데쇼핑㈜롯데엔터테인먼트,2014-06-03,장편,한국,385,2735972500,339844,"789,047,000","94,895",범죄,청소년관람불가,일반영화
인형사,정용기,롯데쇼핑㈜롯데시네마,2004-07-30,장편,한국,0,0,339038,0,"55,000",공포(호러),15세관람가,일반영화
음치 클리닉,김진영,롯데쇼핑㈜롯데엔터테인먼트,2012-11-29,장편,한국,360,2248238000,338168,"629,586,000","93,656",멜로/로맨스,12세관람가,일반영화
맨발의 꿈,김태균,(주)쇼박스,2010-06-24,장편,한국,333,2413427097,338080,"739,154,500","99,528",드라마,전체관람가,일반영화
레전드 오브 조로,마틴 캠벨,소니픽쳐스릴리징코리아,2005-10-28,장편,미국,0,0,337213,0,"114,707",액션,12세관람가,일반영화
허스토리,민규동,(주)넥스트엔터테인먼트월드(NEW),2018-06-27,장편,한국,696,2521025949,336822,"774,252,049","101,169",드라마,12세관람가,일반영화
바스터즈: 거친 녀석들,쿠엔틴 타란티노,유니버설픽쳐스인터내셔널 코리아(유),2009-10-28,장편,미국,257,2547650425,336312,"1,091,164,000","138,504",액션,청소년관람불가,일반영화
브링 더 소울 : 더 무비,박준수,CGV ICECON,2019-08-07,장편,한국,569,2902500310,336074,"952,482,010","102,179",기타,전체관람가,일반영화
그해 여름,조근식,(주)쇼박스,2006-11-30,장편,한국,0,0,336065,0,"107,774",멜로/로맨스,12세관람가,일반영화
패딩턴 2,폴 킹,(주)이수C&E,2018-02-08,장편,프랑스,629,2527056200,335906,"707,057,900","89,520",코미디,전체관람가,독립/예술영화
늑대아이,호소다 마모루,(주)미디어데이,2012-09-13,장편,일본,226,2310113761,335706,"840,777,713","117,691",애니메이션,전체관람가,독립/예술영화
디 아이2,대니 팽,쇼이스트(주),2004-05-26,장편,기타,0,0,335000,0,"94,213",공포(호러),15세관람가,일반영화
샬롯의 거미줄,게리 위닉,유니버설픽쳐스인터내셔널 코리아(유),2007-02-08,장편,미국,0,0,334460,0,"91,664",드라마,전체관람가,일반영화
내 사랑,에이슬링 월쉬,오드,2017-07-12,장편,기타,233,2442554625,334423,"1,183,125,825","158,596",드라마,12세관람가,독립/예술영화
미나문방구,정익환,롯데쇼핑㈜롯데엔터테인먼트,2013-05-16,장편,한국,385,2247017000,334323,"569,411,500","81,804",드라마,전체관람가,일반영화
그대가 조국,이승준,(주)엣나인필름,2022-05-25,장편,한국,601,3109424870,333541,"1,257,987,080","132,045",다큐멘터리,12세관람가,독립/예술영화
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,(주)씨제이이엔엠,2017-07-20,장편,일본,547,2417712700,333082,"369,416,200","47,946",애니메이션,전체관람가,일반영화
내일의 기억,서유민,(주)아이필름코퍼레이션,2021-04-21,장편,한국,957,3026073660,332993,"704,155,150","78,912",미스터리,15세관람가,일반영화
남영동1985,정지영,씨너스엔터테인먼트(주),2012-11-22,장편,한국,310,2358629601,332619,"806,220,589","110,659",드라마,15세관람가,독립/예술영화
에베레스트,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),2015-09-24,장편,미국,331,3055119748,332180,"1,071,862,248","107,240",어드벤처,12세관람가,일반영화
상하이 나이츠,데이빗 돕킨,월트디즈니컴퍼니코리아(주),2003-02-14,장편,미국,0,0,332144,0,"111,086",코미디,12세관람가,일반영화
위자: 저주의 시작,마이크 플래너건,유니버설픽쳐스인터내셔널 코리아(유),2016-11-09,장편,미국,467,2637517406,331877,"558,041,806","67,022",공포(호러),12세관람가,일반영화
무서운 이야기,김곡,롯데쇼핑㈜롯데엔터테인먼트,2012-07-25,옴니버스,한국,274,2452368566,331760,"677,799,507","87,835",공포(호러),청소년관람불가,일반영화
애프터 선셋,브렛 래트너,롯데쇼핑㈜롯데엔터테인먼트,2005-08-25,장편,미국,0,0,331595,0,"76,901",코미디,15세관람가,일반영화
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,타카하시 시게하루,(주)씨제이이엔엠,2016-07-20,장편,일본,403,2466913080,330665,"441,346,600","56,343",애니메이션,전체관람가,일반영화
가필드,피터 휴잇,이십세기폭스필름코퍼레이션,2004-08-19,장편,미국,0,0,330380,0,"96,990",코미디,전체관람가,일반영화
킬러스,로버트 루게틱,(주)넥스트엔터테인먼트월드(NEW),2010-09-02,장편,미국,280,2428979292,329086,"914,463,000","117,566",액션,15세관람가,일반영화
선 오브 갓,크리스토퍼 스펜서,(주)프레인글로벌,2014-04-10,장편,미국,419,2392109800,329029,"797,747,600","105,184",드라마,12세관람가,일반영화
프로포즈,앤 플레쳐,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-09-03,장편,미국,174,2481694139,328767,"1,205,331,500","153,321",멜로/로맨스,15세관람가,일반영화
칠검,서극,(주)튜브엔터테인먼트,2005-09-29,장편,기타,0,0,328637,0,"99,141",액션,15세관람가,일반영화
파랑주의보,전윤수,아이러브시네마,2005-12-22,장편,한국,0,0,328538,0,"90,536",드라마,12세관람가,일반영화
링컨 차를 타는 변호사,브래드 퍼맨,씨너스엔터테인먼트(주),2011-06-16,장편,미국,241,2443603500,327612,"1,119,703,000","143,907",범죄,15세관람가,일반영화
잭 라이언 : 코드네임 쉐도우,케네스 브래너,(주)씨제이이엔엠,2014-01-16,장편,미국,419,2395409500,327591,"702,109,000","91,949",액션,12세관람가,일반영화
미드나잇 선,스콧 스피어,(주)삼백상회,2018-06-21,장편,미국,472,2679300500,326086,"960,276,400","114,250",멜로/로맨스,12세관람가,독립/예술영화
그린랜드,릭 로먼 워,(주)제이앤씨미디어그룹,2020-09-29,장편,미국,779,2777724520,325869,"679,646,010","79,147",액션,12세관람가,일반영화
헤어스프레이,아담 쉥크만,㈜케이디미디어,2007-12-06,장편,미국,0,0,325171,0,"141,840",드라마,12세관람가,일반영화
미스 포터,크리스 누난,롯데쇼핑㈜롯데엔터테인먼트,2007-01-25,장편,영국,0,0,325085,0,"152,664",드라마,전체관람가,일반영화
스폰지밥 3D,폴 티비트,(주)씨제이이엔엠,2015-02-18,장편,미국,357,2458946200,325016,"512,218,000","65,131",애니메이션,전체관람가,일반영화
사랑하기 때문에,주지홍,(주)넥스트엔터테인먼트월드(NEW),2017-01-04,장편,한국,542,2538169440,324420,"516,573,040","63,326",코미디,12세관람가,일반영화
희생부활자,곽경택,(주)쇼박스,2017-10-12,장편,한국,781,2515479835,323628,"524,639,435","64,620",미스터리,15세관람가,일반영화
헬보이,닐 마샬,플러스엠 엔터테인먼트,2019-04-10,장편,미국,726,2776406321,323098,"767,125,181","86,763",액션,청소년관람불가,일반영화
정승필 실종사건,강석범,롯데쇼핑㈜롯데엔터테인먼트,2009-10-08,장편,한국,238,2321588076,322459,"552,275,500","72,009",코미디,15세관람가,일반영화
가면,양윤호,롯데쇼핑㈜롯데엔터테인먼트,2007-12-27,장편,한국,0,0,322342,"285,544,500","93,463",스릴러,청소년관람불가,일반영화
아담스 패밀리,그렉 티어넌,유니버설픽쳐스인터내셔널 코리아(유),2019-11-07,장편,미국,802,2565386140,321726,"547,729,100","64,971",애니메이션,전체관람가,일반영화
좋지 아니한가,정윤철,(주)시네마서비스,2007-03-01,장편,한국,0,0,321654,0,"90,130",드라마,15세관람가,일반영화
옥자,봉준호,(주)넥스트엔터테인먼트월드(NEW),2017-06-29,장편,미국,111,2432883900,321550,"1,394,437,900","168,121",어드벤처,12세관람가,일반영화
라야와 마지막 드래곤,돈 홀,월트디즈니컴퍼니코리아 유한책임회사,2021-03-04,장편,미국,1056,2969004390,321484,"817,976,580","83,848",애니메이션,전체관람가,일반영화
블레이드 러너 2049,드니 빌뇌브,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-10-12,장편,미국,664,2760845365,321018,"1,162,877,565","128,723",SF,15세관람가,일반영화
어글리 트루스,로버트 루게틱,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-09-17,장편,미국,185,2471953101,320997,"1,367,788,000","171,620",코미디,청소년관람불가,일반영화
극적인 하룻밤,하기호,CGV아트하우스,2015-12-03,장편,한국,434,2610929429,320923,"778,081,829","92,279",멜로/로맨스,청소년관람불가,일반영화
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",유야마 쿠니히코,(주)씨제이이엔엠,2014-01-09,장편,일본,406,2080468500,320409,"450,597,500","66,391",애니메이션,전체관람가,일반영화
아기배달부 스토크,니콜라스 스톨러,워너브러더스 코리아(주),2016-12-07,장편,미국,538,2415830200,320353,"465,509,400","57,099",애니메이션,전체관람가,일반영화
인터프리터,시드니 폴락,UIP코리아,2005-04-22,장편,영국,0,0,320000,0,"138,749",드라마,12세관람가,일반영화
크레이들 2 그레이브,안드레이 바르코비악,워너브러더스 코리아(주),2003-04-11,장편,미국,0,0,320000,0,"13,100",액션,15세관람가,일반영화
뮨: 달의 요정,베노이트 필립폰,(주)스마일이엔티,2015-09-24,장편,프랑스,365,2331900700,319072,"474,814,300","62,132",애니메이션,전체관람가,독립/예술영화
빅풋 주니어,벤 스타센,(주)이수C&E,2017-08-09,장편,기타,437,2245548900,318737,"451,385,400","60,164",애니메이션,전체관람가,일반영화
오멘,존 무어,이십세기폭스코리아(주),2006-06-06,장편,미국,0,0,318350,0,"117,600",공포(호러),청소년관람불가,일반영화
검우강호,오우삼,(주)에스비에스콘텐츠허브,2010-10-14,장편,기타,343,2281559914,318157,"688,397,000","91,725",액션,15세관람가,일반영화
도리화가,이종필,(주)씨제이이엔엠,2015-11-25,장편,한국,563,2246950339,317505,"697,116,939","91,714",사극,12세관람가,일반영화
유실물,후루사와 다케시,(주)씨제이이엔엠,2006-07-27,장편,일본,0,0,317439,0,"93,641",공포(호러),15세관람가,일반영화
세상에서 가장 아름다운 이별,민규동,(주)넥스트엔터테인먼트월드(NEW),2011-04-20,장편,한국,340,2295897500,316788,"830,311,000","109,685",드라마,15세관람가,일반영화
레드카펫,박범수,(주)프레인글로벌,2014-10-23,장편,한국,385,2404458580,316780,"602,676,380","75,397",멜로/로맨스,15세관람가,일반영화
퍼펙트 겟어웨이,데이빗 토히,(주)시너지하우스 (시너지),2009-08-20,장편,미국,226,2343962833,315888,"693,148,500","88,631",스릴러,15세관람가,일반영화
