,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나
2813,2839,내 친구의 사생활,다이앤 잉글리쉬,엠플러스픽쳐스,2008-10-09,장편,미국,129,467412333,72724,"233,453,833","34,471",멜로/로맨스,15세관람가,일반영화,2008,10,가을,147428639,0
2815,2841,집결호,펑샤오강,시네마서비스,2008-03-06,장편,중국,160,466837500,72582,"136,137,000","20,228",액션,12세관람가,일반영화,2008,3,봄,147428639,0
2817,2843,파워레인져스: 더 비기닝,딘 이스라엘리트,넥스트엔터테인먼트월드,2017-04-20,장편,미국,479,570203561,72495,"181,869,261","22,185",액션,12세관람가,일반영화,2017,4,봄,219876227,0
2818,2844,소년시절의 너,증국상,영화특별시에스엠씨,2020-07-09,장편,중국,252,615471500,72419,"265,587,900","30,665",멜로/로맨스,15세관람가,독립/예술영화,2020,7,여름,59523967,1
2819,2845,언더월드: 블러드 워,안나 포에스터,유니버설픽쳐스인터내셔널 코리아,2016-11-30,장편,미국,183,567567100,72071,"159,452,300","19,859",액션,15세관람가,일반영화,2016,11,가을,217026182,0
2820,2846,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤,와이즈베이,2014-09-04,장편,기타,180,521639900,72046,"110,226,700","14,492",애니메이션,전체관람가,독립/예술영화,2014,9,가을,215068958,0
2821,2847,화이트 고릴라,안드레스 G. 슈에,마인스 엔터테인먼트,2013-10-31,장편,기타,182,464078500,71796,"108,506,500","15,688",애니메이션,전체관람가,일반영화,2013,10,가을,213351030,0
2822,2848,청원,산제이 렐라 반살리,이언픽쳐스,2011-11-02,장편,기타,181,511705000,71506,"213,842,000","28,356",드라마,12세관람가,독립/예술영화,2011,11,가을,159724465,0
2823,2849,프란시스 하,노아 바움백,그린나래미디어,2014-07-17,장편,미국,70,560752570,71506,"379,015,370","46,889",코미디,15세관람가,독립/예술영화,2014,7,여름,215068958,0
2824,2850,모뉴먼츠 맨: 세기의 작전,조지 클루니,이십세기폭스코리아,2014-02-27,장편,미국,319,534041027,71483,"226,183,427","28,923",액션,12세관람가,일반영화,2014,2,겨울,215068958,0
2826,2852,더 서클,제임스 폰솔트,키다리이엔티,2017-06-22,장편,미국,169,578129700,71362,"219,357,800","26,472",드라마,12세관람가,독립/예술영화,2017,6,여름,219876227,0
2827,2853,정글히어로,마우리시오 드 라 오르타,씨제이이엔엠,2014-10-02,장편,한국,287,506194300,71330,"110,466,600","14,870",애니메이션,전체관람가,일반영화,2014,10,가을,215068958,0
2828,2854,트랩,유위강,아이비젼엔터테인먼트,2009-01-29,장편,미국,162,490065432,71294,"170,980,500","23,842",범죄,청소년관람불가,일반영화,2009,1,겨울,155398654,0
2829,2855,투 마더스,앤 폰테인,싸이더스,2013-08-22,장편,프랑스,198,497511000,71264,"219,430,500","29,994",드라마,청소년관람불가,독립/예술영화,2013,8,여름,213351030,0
