순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
16442,신혼여행 : 불륜 무삭제,김정오,(주)영화사가을,,영화사가을,2017-03-28,개봉영화,장편,한국,1,"5,000",1,멜로/로맨스,청소년관람불가,일반영화
16443,신혼인 형수를 노려라,후지타 야스오,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-05-10,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16444,실수한 부인과 불륜정사,,,(주)도키엔터테인먼트,도키엔터테인먼트,2020-01-06,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16445,실신직전 마사지,드래곤 니시카와,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16446,실연난교 세자매-내남자가 좋아,타케호라 테츠야,,(주)도키엔터테인먼트,도키엔터테인먼트,2019-03-08,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16447,실연을 달래주는 새엄마,사루,,(주)도키엔터테인먼트,도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16448,실은 소문난 간호사들,모리 신이치,,(주)도키엔터테인먼트,도키엔터테인먼트,2017-05-18,개봉영화,장편,일본,1,"8,000",1,성인물(에로),청소년관람불가,일반영화
16449,실전 에로틱 작업기술,사카타 히로키,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-10-02,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16450,실제 바람피는 간통녀,긴다이치 코고로,,(주)플라이어,플라이어,2017-03-30,개봉영화,장편,일본,1,"8,000",1,드라마,청소년관람불가,일반영화
16451,실제 인터넷만남 - 불륜,카타오카 슈지,,(주)도키엔터테인먼트,도키엔터테인먼트,2016-08-17,개봉영화,장편,일본,1,"8,000",1,성인물(에로),청소년관람불가,일반영화
16452,실제 절정 - 하녀 메이드,와타나베 모토츠구,,(주)도키엔터테인먼트,도키엔터테인먼트,2016-10-20,개봉영화,장편,일본,1,"8,000",1,성인물(에로),청소년관람불가,일반영화
16453,실제로 소장당한 청순녀,히로아키,,(주)플라이어,플라이어,2019-01-25,개봉영화,장편,일본,1,"6,000",1,드라마,청소년관람불가,일반영화
16454,실제로 있었던 조건만남,쿠보데라 카즈토,,(주)도키엔터테인먼트,도키엔터테인먼트,2015-11-11,개봉영화,장편,일본,1,"5,000",1,성인물(에로),청소년관람불가,일반영화
16455,실제로 흐느끼는 육덕 왕가슴 아내,사키타마 조지,,(주)플라이어,플라이어,2020-07-02,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16456,실종: 악령의 부활,안소니 디블라시,,(주)케이알씨지,케이알씨지,2017-06-13,개봉영화,장편,미국,1,"3,000",1,공포(호러),청소년관람불가,일반영화
16457,실화 불륜서클 유출영상,후지모리 카나,,(주)도키엔터테인먼트,도키엔터테인먼트,2017-12-14,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16458,실화 불륜의 이유,요시유키 유미,,(주)도키엔터테인먼트,도키엔터테인먼트,2017-05-25,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16459,실화 성생활의 고백,테이 쟈가,,(주)도키엔터테인먼트,도키엔터테인먼트,2016-08-10,개봉영화,장편,일본,1,"8,000",1,성인물(에로),청소년관람불가,일반영화
16460,실화 섹스전화상담,아카바네 류지,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-10-02,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16461,실화 풍속여직원 면접,후지타 마유,,(주)도키엔터테인먼트,도키엔터테인먼트,2019-09-03,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16462,심령 식당,다이치로 나츠메,,(주)영진크리에이티브,영진크리에이티브,2017-06-24,개봉영화,장편,일본,1,"5,000",1,공포(호러),청소년관람불가,일반영화
16463,심령 식당:잔인한 만찬,다이치로 나츠메,,(주)영진크리에이티브,영진크리에이티브,2017-11-22,개봉영화,장편,일본,1,"6,000",1,공포(호러),청소년관람불가,일반영화
16464,심야 비밀 마사지,코지마 유키오,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-09-06,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16465,심판자들,"케일럽 스미스,브랜든 무어",,제인앤유,제인앤유,2018-04-13,개봉영화,장편,미국,1,"3,000",1,스릴러,15세이상관람가,일반영화
16466,싱글녀의 av배우 특집,모리카와 케이,,(주)도키엔터테인먼트,도키엔터테인먼트,2016-12-15,개봉영화,장편,일본,1,"8,000",1,성인물(에로),청소년관람불가,일반영화
16467,싱글의 세계,맹진사,유한회사 영화사 반딧불,,유한회사 영화사 반딧불,2020-10-15,개봉영화,장편,한국,1,"1,000",1,성인물(에로),청소년관람불가,일반영화
16468,싸네 마네,이로운,(주)영화사히트,,영화사히트,2021-06-14,개봉영화,장편,한국,1,"5,000",1,드라마,청소년관람불가,일반영화
16469,싸면 뭐하니?,이로운,(주)영화사히트,,영화사히트,2021-07-21,개봉영화,장편,한국,1,"1,000",1,드라마,청소년관람불가,일반영화
16470,싸버린 관리인 무삭제판,아나콘다 아나키,,,라온컴퍼니플러스,2021-09-15,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16471,싸움의 기술,김희성,(주)영화사 사계절,,영화사 사계절,2020-02-27,개봉영화,장편,한국,1,"6,000",1,액션,청소년관람불가,일반영화
16472,싸움의 기술 2,김희성,(주)영화사 사계절,,영화사 사계절,2020-05-22,개봉영화,장편,한국,1,"6,000",1,액션,청소년관람불가,일반영화
16473,싸이코 킬러,네이선 올리버,,제인앤유,제인앤유,2018-11-16,개봉영화,장편,미국,1,"2,000",1,스릴러,청소년관람불가,일반영화
16474,쌍둥이 여친 과외하기,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-05-14,개봉영화,장편,한국,1,"6,000",1,드라마,청소년관람불가,일반영화
16475,쌍둥이 여친 과외하기 무삭제판,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-09-10,개봉영화,장편,한국,1,"6,000",1,드라마,청소년관람불가,일반영화
16476,쌓여버린 여자들:잔뜩 해주세요,야만카 소쿠스,,(주)영진크리에이티브,영진크리에이티브,2020-10-30,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16477,쌓여버린 욕정:너무 하고싶어요,호소카와 켄,,,영진크리에이티브,2021-01-19,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16478,쌔끈한 며느리,버드맨 텟페이,,(주)영진크리에이티브,영진크리에이티브,2020-01-22,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16479,쏘 핫 : 싱글지옥,김태훈,(주)픽쳐레스크,,픽쳐레스크,2022-08-29,개봉영화,장편,한국,1,"1,000",1,성인물(에로),청소년관람불가,일반영화
16480,쏠릴땐 옆집 벨을 누른다,아카바네 류지,,주식회사 미콘,주식회사 미콘,2020-10-17,개봉영화,장편,일본,1,"1,000",1,드라마,청소년관람불가,일반영화
16481,쓰레기 버리는 노브라 아줌마,크왓치,,(주)플라이어,플라이어,2018-02-28,개봉영화,장편,일본,1,"6,000",1,드라마,청소년관람불가,일반영화
16482,쓰리썸 : 여비서와 아내,최경찬,(주)영화사가을,,영화사가을,2022-07-11,개봉영화,장편,한국,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16483,쓰리썸씽,,,,주식회사 루믹스미디어,2021-03-18,개봉영화,장편,미국,1,"1,000",1,코미디,청소년관람불가,일반영화
16484,씨 받는 며느리,사노 B사쿠,,,영진크리에이티브,2020-10-16,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16485,씨받는 유부녀들:뚫어주는 배관공,아카바네 키쿠지로,,(주)영진크리에이티브,영진크리에이티브,2020-03-07,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16486,씨받이:돌아온 탕녀,아카바네 키쿠지로,,(주)영진크리에이티브,영진크리에이티브,2020-03-07,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16487,아게하의 나체공연,사카키 히데오,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-12-07,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16488,아기호랑이 루나의 대모험,마이클 J. 사나,,유니콘미디어(주),오퍼스픽쳐스(유),2015-12-24,개봉영화,장편,미국,1,"5,000",1,드라마,전체관람가,일반영화
16489,아낌없이 주는 거유 새엄마,사쿠라비토,,,영진크리에이티브,2021-11-03,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16490,아낌없이 주는 처제,이로운,(주)영화사히트,,영화사히트,2022-04-22,개봉영화,장편,한국,1,"5,000",1,성인물(에로),청소년관람불가,일반영화
16491,아나운서의 문란한 사생활,,,,코빈커뮤니케이션즈,2022-05-23,개봉영화,장편,일본,1,"5,000",1,성인물(에로),청소년관람불가,일반영화
16492,아내 거유친구의 느끼는 표정,오자키 히로코우지,,(주)플라이어,플라이어,2019-03-15,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16493,아내 그리고 밀애,카타오카 슈지,,(주)씨앤피미디어,씨앤피미디어,2010-07-09,개봉영화,장편,일본,1,"2,000",1,성인물(에로),청소년관람불가,일반영화
16494,아내 그리고 밀애 2,카타오카 슈지,,(주)씨앤피미디어,씨앤피미디어,2010-07-10,개봉영화,장편,일본,1,"2,000",1,성인물(에로),청소년관람불가,일반영화
16495,아내 대신 장모,버드맨 텟페이,,(주)영진크리에이티브,영진크리에이티브,2020-02-07,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16496,아내 빌려주는 남자,나가에 타카미,,(주)영진크리에이티브,영진크리에이티브,2019-08-09,개봉영화,장편,일본,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16497,아내가 그놈에게 당했다,김이슬,(주)영화사가을,,영화사가을,2019-12-26,개봉영화,장편,한국,1,"6,000",1,멜로/로맨스,청소년관람불가,일반영화
16498,아내가 남자에게 안기는 이유,이즈미 류지,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-11-02,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16499,아내가 음탕하게 빛날 때,카와이 조지,,,씨맥스커뮤니케이션즈,2023-01-19,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16500,아내는 다른 남자가 있다,이즈미 유스이,,(주)도키엔터테인먼트,도키엔터테인먼트,2018-09-03,개봉영화,장편,일본,1,"6,000",1,성인물(에로),청소년관람불가,일반영화
16501,아내들의 속사정,"최석원,최석원",(주)씨맥스커뮤니케이션즈,,씨맥스커뮤니케이션즈,2018-01-11,개봉영화,장편,한국,1,"2,000",1,,청소년관람불가,일반영화
