,영화명,배급사,개봉일,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,감독
3339,수상한 이웃,(주)스톰픽쳐스코리아,2019-10-09,장편,한국,182,63401140,11341,코미디,12세관람가,독립/예술영화,이상훈
3341,좋은 사람,(주)싸이더스,2021-09-09,장편,한국,140,86268420,11297,미스터리,12세관람가,독립/예술영화,정욱
3343,스피릿,유니버설픽쳐스인터내셔널 코리아(유),2021-09-15,장편,미국,138,82733300,11236,애니메이션,전체관람가,일반영화,일래인 보겐
3344,라스트 풀 메저,(주)삼백상회,2020-05-20,장편,미국,333,88807180,11223,드라마,15세관람가,독립/예술영화,토드 로빈슨
3347,마일스,(주)영화사 빅,2016-08-10,장편,미국,52,91150500,11164,드라마,청소년관람불가,독립/예술영화,돈 치들
3349,닐스의 모험,에이원엔터테인먼트,2014-02-27,장편,일본,107,77024900,11161,애니메이션,전체관람가,독립/예술영화,오시이 마모루
3352,와즈다,(주)프레인글로벌,2014-06-19,장편,기타,51,79998200,11135,드라마,전체관람가,독립/예술영화,하이파 알-만수르
3361,스파이즈,(주)팝엔터테인먼트,2020-01-15,장편,프랑스,224,81267560,11000,애니메이션,전체관람가,일반영화,기욤 이베르넬
3364,엔드 오브 왓치,(주)인벤트스톤,2012-12-06,장편,미국,54,81214500,10985,범죄,청소년관람불가,일반영화,데이비드 에이어
3365,모어,(주)엣나인필름,2022-06-23,장편,한국,54,93037900,10972,다큐멘터리,15세관람가,독립/예술영화,이일하
3366,디어 마이 프렌드,(주)팝엔터테인먼트,2019-10-09,장편,미국,136,87539100,10969,드라마,12세관람가,독립/예술영화,피터 허칭스
3369,써드 퍼슨 - 감독판,(주)프레인글로벌,2015-05-28,장편,미국,108,87139400,10910,드라마,청소년관람불가,독립/예술영화,폴 해기스
3370,녹턴,(주)시네마달,2022-08-18,장편,한국,54,76761100,10890,다큐멘터리,12세관람가,독립/예술영화,정관조
3371,나의 살던 고향은,(주)시네마달,2016-11-24,장편,한국,62,82362100,10887,다큐멘터리,전체관람가,독립/예술영화,류종헌
3375,라이크 크레이지,(주)팝엔터테인먼트,2018-05-30,장편,미국,116,81549980,10850,드라마,청소년관람불가,독립/예술영화,드레이크 도레무스
3376,잔칫날,(주)트리플픽쳐스,2020-12-02,장편,한국,240,83241060,10809,드라마,12세관람가,독립/예술영화,김록경
3378,더 미드와이프,(주)더블앤조이픽쳐스,2018-03-22,장편,프랑스,90,82443400,10791,드라마,15세관람가,독립/예술영화,마르탱 프로보스트
3380,미스터 존스,(주)디오시네마,2021-01-07,장편,기타,277,94870400,10765,드라마,15세관람가,독립/예술영화,아그네츠카 홀란드
3387,살아남은 아이,CGV아트하우스,2018-08-30,장편,한국,68,89138900,10652,드라마,12세관람가,독립/예술영화,신동석
3388,"사랑해, 매기",와이드 릴리즈(주),2016-07-27,장편,기타,66,79763000,10646,코미디,15세관람가,독립/예술영화,에우헤니오 데르베스
3397,아키라,(주)삼지애니메이션,2017-08-31,장편,일본,71,86224200,10574,애니메이션,15세관람가,독립/예술영화,오토모 가츠히로
3400,어 퍼펙트 데이,(주)마노엔터테인먼트,2017-09-21,장편,기타,76,73150400,10488,드라마,15세관람가,독립/예술영화,페르난도 레온 데 아라노아
3402,멘,판씨네마(주),2022-07-13,장편,미국,96,95589560,10474,드라마,청소년관람불가,독립/예술영화,알렉스 가랜드
3405,세일즈맨,찬란,2017-05-11,장편,기타,55,79149300,10436,드라마,15세관람가,독립/예술영화,아쉬가르 파라디
3406,해피 버스데이,(주)티캐스트,2017-09-28,장편,일본,81,82839300,10408,드라마,전체관람가,독립/예술영화,요시다 야스히로
3410,폴라로이드,(주)이수C&E,2019-06-06,장편,미국,141,89812660,10359,공포(호러),15세관람가,일반영화,라스 클리브버그
3411,레 미제라블,(주)영화사 진진,2021-04-15,장편,프랑스,97,85231340,10342,드라마,15세관람가,독립/예술영화,기타
3412,최선의 삶,(주)엣나인필름,2021-09-01,장편,한국,101,89734280,10341,드라마,15세관람가,독립/예술영화,이우정
3416,도망친 여자,(주)영화제작전원사,2020-09-17,장편,한국,143,86573240,10284,드라마,청소년관람불가,독립/예술영화,홍상수
3426,일대일,(주)김기덕 필름,2014-05-22,장편,한국,53,78745100,10141,드라마,청소년관람불가,독립/예술영화,김기덕
3427,드래프트 데이,(주)영화사 빅,2014-07-10,장편,미국,82,74216200,10119,드라마,12세관람가,일반영화,이반 라이트만
3428,오버 더 펜스,주식회사 씨네룩스,2017-03-16,장편,일본,72,79884850,10103,드라마,15세관람가,독립/예술영화,야마시타 노부히로
3429,나비잠,(주)트리플픽쳐스,2018-09-06,장편,한국,91,85180950,10101,멜로/로맨스,15세관람가,독립/예술영화,정재은
3433,안티고네,그린나래미디어(주),2020-11-19,장편,기타,130,88869360,10060,드라마,15세관람가,독립/예술영화,소피 드라스프
3434,신문기자,(주)팝엔터테인먼트,2019-10-17,장편,일본,128,81471660,10050,드라마,12세관람가,독립/예술영화,후지이 미치히토
3439,집 이야기,CGV아트하우스,2019-11-28,장편,한국,82,67454580,9946,드라마,12세관람가,독립/예술영화,박제범
3441,정글북,(주)팝엔터테인먼트,2017-05-18,장편,기타,120,74842400,9891,애니메이션,전체관람가,독립/예술영화,타파스 차크라바르티
3443,캐릭터,트윈플러스파트너스(주),2022-10-19,장편,일본,126,77245700,9833,스릴러,15세관람가,일반영화,나가이 아키라
3445,풀타임,주식회사 슈아픽처스,2022-08-18,장편,프랑스,59,90929698,9816,드라마,전체관람가,독립/예술영화,기타
3448,재스퍼,(주)시너지하우스 (시너지),2011-08-17,장편,독일,86,65333500,9753,애니메이션,전체관람가,일반영화,에카르트 핑베르크
3450,콰이어트 원,(주)더블앤조이픽쳐스,2014-09-18,장편,영국,69,75213500,9736,공포(호러),15세관람가,독립/예술영화,존 포그
3454,프랑스,M&M 인터내셔널,2022-01-13,장편,프랑스,54,90984190,9650,드라마,12세관람가,독립/예술영화,브루노 뒤몽
3460,위선자들,THE 픽쳐스,2015-11-26,장편,한국,82,65152600,9566,드라마,청소년관람불가,독립/예술영화,김진홍
3463,악셀,(주)팝엔터테인먼트,2018-03-08,장편,중국,121,72824000,9556,판타지,전체관람가,독립/예술영화,레오 리
3465,슈퍼노바,(주)디스테이션,2021-05-12,장편,영국,184,77478240,9540,드라마,15세관람가,독립/예술영화,기타
3467,콜렉션,(주)팝엔터테인먼트,2013-05-02,장편,미국,62,69000552,9518,액션,청소년관람불가,일반영화,마커스 던스탠
3470,아틱,(주)영화특별시에스엠씨,2019-03-27,장편,기타,97,74541010,9503,드라마,12세관람가,독립/예술영화,조 페나
3471,드래곤 프린세스,(주)박수엔터테인먼트,2018-07-05,장편,기타,215,69399700,9501,애니메이션,전체관람가,독립/예술영화,알트욤 루키체프
3473,드림팀,(주)싸이더스,2013-03-21,장편,프랑스,97,68051500,9483,드라마,12세관람가,일반영화,올리비에 다한
3474,한 번도 안 해본 여자,(주)팝엔터테인먼트,2014-01-16,장편,한국,66,71166500,9469,멜로/로맨스,청소년관람불가,일반영화,안철호
3475,갱,(주)삼백상회,2020-01-16,장편,한국,53,15304640,9463,액션,15세관람가,독립/예술영화,조바른
3479,매스,오드,2022-05-18,장편,미국,68,87639300,9421,드라마,12세관람가,독립/예술영화,프란 크랜즈
3488,그림자꽃,(주)엣나인필름,2021-10-27,장편,한국,89,70277170,9326,다큐멘터리,12세관람가,독립/예술영화,이승준
3490,어폴로지,(주)영화사 그램,2017-03-16,장편,기타,55,62987700,9314,다큐멘터리,12세관람가,독립/예술영화,티파니 슝
3494,리지,(주)팝엔터테인먼트,2019-01-10,장편,미국,53,80329800,9203,범죄,청소년관람불가,독립/예술영화,크레이그 맥닐
3496,드래곤 기사단,(주)영화사 빅,2014-05-01,장편,기타,91,64333400,9138,애니메이션,전체관람가,일반영화,리카르도 라몬
3498,러빙,유니버설픽쳐스인터내셔널 코리아(유),2017-03-01,장편,미국,149,69449100,9121,드라마,12세관람가,독립/예술영화,제프 니콜스
3501,슈퍼 레이스,(주)영화사 빅,2020-07-23,장편,기타,209,70348180,9043,애니메이션,전체관람가,독립/예술영화,기타
3508,연애의 기술,(주)팝엔터테인먼트,2013-10-30,장편,한국,63,64882000,8913,멜로/로맨스,청소년관람불가,일반영화,이수성
3521,나의 엔젤,CGV아트하우스,2017-10-12,장편,프랑스,91,65573000,8721,멜로/로맨스,청소년관람불가,독립/예술영화,해리 클레븐
3524,아워 바디,(주)영화사 진진,2019-09-26,장편,한국,52,72336787,8683,드라마,15세관람가,독립/예술영화,한가람
3525,완벽한 가족,(주)제이앤씨미디어그룹,2021-01-06,장편,미국,318,75388460,8683,드라마,15세관람가,독립/예술영화,로저 미첼
3531,지저귀는 새는 날지 않는다,(주)팝엔터테인먼트,2020-07-16,장편,일본,81,77445000,8639,애니메이션,청소년관람불가,독립/예술영화,마키타 카오리
3540,에스코바르,(주)영화사 빅,2018-11-15,장편,기타,99,70510500,8506,범죄,15세관람가,독립/예술영화,페르난도 레온 데 아라노아
3541,내일의 안녕,주식회사 더쿱,2017-08-17,장편,기타,58,60703900,8481,드라마,15세관람가,독립/예술영화,훌리오 메뎀
3544,괴짜들의 로맨스,메가박스중앙(주),2021-11-17,장편,기타,152,53086890,8450,멜로/로맨스,12세관람가,독립/예술영화,기타
3550,고스트 스토리,(주)리틀빅픽쳐스,2017-12-28,장편,미국,57,71052400,8339,판타지,12세관람가,독립/예술영화,데이빗 로워리
3556,타임 투게더,(주)스톰픽쳐스코리아,2017-11-16,장편,기타,134,57206900,8281,드라마,12세관람가,독립/예술영화,마크 윌리엄스
3557,마라,(주)스톰픽쳐스코리아,2018-10-18,장편,미국,144,69448350,8272,공포(호러),12세관람가,독립/예술영화,클라이브 톤지
3560,홈,(주)리틀빅픽쳐스,2018-05-30,장편,한국,123,59594222,8243,가족,전체관람가,독립/예술영화,김종우
3566,애플,(주)다자인소프트,2021-05-26,장편,기타,85,64926580,8166,드라마,12세관람가,독립/예술영화,크리스토스 니코우
3567,더 리치,(주)나이너스엔터테인먼트,2015-07-16,장편,미국,74,62994200,8153,액션,15세관람가,독립/예술영화,진-밥티스트 레오네티
3568,크레센도,(주)티캐스트,2021-06-24,장편,독일,57,66940440,8150,드라마,12세관람가,독립/예술영화,드로르 자하비
3571,딥워터,(주)팝엔터테인먼트,2020-07-09,장편,기타,264,70120260,8139,액션,12세관람가,독립/예술영화,요아힘 헤덴
3572,제3의 사랑,(주)쇼박스,2016-05-19,장편,중국,138,58347400,8108,멜로/로맨스,15세관람가,일반영화,이재한
3573,백트랙,(주)디스테이션,2016-01-21,장편,기타,92,61638600,8078,미스터리,15세관람가,독립/예술영화,마이클 페트로니
3574,비밀의 정원,필름다빈,2021-04-08,장편,한국,159,63459190,8069,드라마,12세관람가,독립/예술영화,박선주
3576,팜 스프링스,(주)디스테이션,2021-08-19,장편,미국,83,69490890,8039,코미디,15세관람가,독립/예술영화,맥스 바버카우
3580,콜럼버스,(주)영화사오원,2018-04-19,장편,미국,55,66577000,7977,드라마,12세관람가,독립/예술영화,코고나다
