,영화명,감독,배급사,개봉일,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절
868,황제를 위하여,박상준,유나이티드픽처스(주),2014-06-11,장편,한국,423,4751881771,592041,액션,청소년관람불가,일반영화,2014,6,여름
869,맨 온 렛지,애스게르 레스,롯데쇼핑㈜롯데엔터테인먼트,2012-02-22,장편,미국,408,4393531500,591841,범죄,15세관람가,일반영화,2012,2,겨울
870,패션왕,오기환,(주)넥스트엔터테인먼트월드(NEW),2014-11-06,장편,한국,523,4338223379,591125,코미디,15세관람가,일반영화,2014,11,가을
871,그것: 두 번째 이야기,안드레스 무시에티,워너브러더스 코리아(주),2019-09-04,장편,미국,999,5107465367,591043,스릴러,15세관람가,일반영화,2019,9,가을
872,뜨거운 것이 좋아,권칠인,(주)시네마서비스,2008-01-17,장편,한국,256,3790235833,590409,드라마,15세관람가,일반영화,2008,1,겨울
873,47 미터,요하네스 로버츠,(주)키다리이엔티,2017-07-19,장편,영국,733,4686022657,590036,스릴러,15세관람가,일반영화,2017,7,여름
874,극장판 헬로카봇 : 달나라를 구해줘!,김진철,롯데컬처웍스(주)롯데엔터테인먼트,2019-09-04,장편,한국,889,4553434150,587818,애니메이션,전체관람가,일반영화,2019,9,가을
875,더 울프 오브 월스트리트,마틴 스코세이지,주식회사 우리네트웍스,2014-01-09,장편,미국,395,4490682000,585082,범죄,청소년관람불가,일반영화,2014,1,겨울
876,바디 오브 라이즈,리들리 스콧,워너브러더스 코리아(주),2008-10-23,장편,미국,232,3811488333,584861,스릴러,15세관람가,일반영화,2008,10,가을
877,퀴즈왕,장진,(주)시네마서비스,2010-09-16,장편,한국,323,4258992759,583183,코미디,15세관람가,일반영화,2010,9,가을
878,마법사의 제자,존 터틀타웁,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-07-21,장편,미국,298,4132049517,582698,드라마,전체관람가,일반영화,2010,7,여름
879,다크 섀도우,팀 버튼,워너브러더스 코리아(주),2012-05-10,장편,미국,394,4326459000,582126,드라마,15세관람가,일반영화,2012,5,봄
880,고고 70,최호,(주)쇼박스,2008-10-03,장편,한국,362,3795149333,581468,드라마,15세관람가,일반영화,2008,10,가을
881,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,유야마 쿠니히코,(주)넥스트엔터테인먼트월드(NEW),2022-06-01,장편,일본,809,5477045710,581216,애니메이션,전체관람가,일반영화,2022,6,여름
882,어린왕자,마크 오스본,씨네그루(주)다우기술,2015-12-23,장편,프랑스,494,4336252627,579130,애니메이션,전체관람가,독립/예술영화,2015,12,겨울
883,인시디어스: 두번째 집,제임스 완,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-12-05,장편,미국,405,4001207000,577758,공포(호러),15세관람가,일반영화,2013,12,겨울
884,백설공주,타셈 싱,롯데쇼핑㈜롯데엔터테인먼트,2012-05-03,장편,미국,386,4038223000,576150,판타지,전체관람가,일반영화,2012,5,봄
885,극장판 헬로카봇: 옴파로스 섬의 비밀,김진철,(주)넥스트엔터테인먼트월드(NEW),2019-01-31,장편,한국,752,4485905140,575353,애니메이션,전체관람가,일반영화,2019,1,겨울
886,인비저블맨,리 워넬,유니버설픽쳐스인터내셔널 코리아(유),2020-02-26,장편,미국,776,5015895060,575043,공포(호러),15세관람가,일반영화,2020,2,겨울
887,채피,닐 블롬캠프,유니버설픽쳐스인터내셔널 코리아(유),2015-03-12,장편,미국,536,4620348654,573657,액션,15세관람가,일반영화,2015,3,봄
888,섀도우 헌터스: 뼈의 도시,해럴드 즈워트,롯데쇼핑㈜롯데엔터테인먼트,2013-09-12,장편,미국,374,4034176500,571074,판타지,15세관람가,일반영화,2013,9,가을
889,루퍼,라이언 존슨,(주)에스비에스콘텐츠허브,2012-10-11,장편,미국,386,4252182000,570010,SF,청소년관람불가,일반영화,2012,10,가을
890,앨빈과 슈퍼밴드3,마이크 미첼,이십세기폭스코리아(주),2011-12-15,장편,미국,327,3763147000,569773,애니메이션,전체관람가,일반영화,2011,12,겨울
891,화이트 하우스 다운,롤랜드 에머리히,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-06-27,장편,미국,480,4015707500,569500,액션,15세관람가,일반영화,2013,6,여름
892,이스케이프 룸,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-03-14,장편,미국,850,5007420664,563114,액션,15세관람가,일반영화,2019,3,봄
893,클로버필드,맷 리브스,CJ ENM,2008-01-24,장편,미국,281,3730650667,562764,SF,15세관람가,일반영화,2008,1,겨울
894,파파,한지승,롯데쇼핑㈜롯데엔터테인먼트,2012-02-01,장편,한국,414,3866065500,562156,가족,12세관람가,일반영화,2012,2,겨울
895,스텝 업: 올 인,트리시 시에,(주)나이너스엔터테인먼트,2014-09-03,장편,미국,325,4313097134,560620,드라마,12세관람가,일반영화,2014,9,가을
896,싱 스트리트,존 카니,(주)이수C&E,2016-05-19,장편,기타,494,4488377672,560578,드라마,15세관람가,독립/예술영화,2016,5,봄
897,슈퍼맨이었던 사나이,정윤철,CJ ENM,2008-01-31,장편,한국,388,3688309333,559705,드라마,전체관람가,일반영화,2008,1,겨울
898,레지던트 이블 5 : 최후의 심판,폴 W.S. 앤더슨,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-13,장편,미국,368,4757460500,558433,액션,청소년관람불가,일반영화,2012,9,가을
899,잉크하트 : 어둠의 부활,이안 소프틀리,롯데쇼핑㈜롯데엔터테인먼트,2009-01-29,장편,미국,240,3547748935,556496,어드벤처,전체관람가,일반영화,2009,1,겨울
900,인시디어스4: 라스트 키,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-01-31,장편,미국,769,4301309864,554521,공포(호러),15세관람가,일반영화,2018,1,겨울
901,양자물리학,이성태,(주)메리크리스마스,2019-09-25,장편,한국,799,4526478380,553879,범죄,15세관람가,일반영화,2019,9,가을
902,아이스 에이지: 지구 대충돌,마이크 트메이어,이십세기폭스코리아(주),2016-07-20,장편,미국,580,4092484600,553760,애니메이션,전체관람가,일반영화,2016,7,여름
903,뱅크 잡,로저 도널드슨,(주)싸이더스,2008-10-30,장편,영국,199,3578915667,553159,범죄,15세관람가,일반영화,2008,10,가을
904,그린치,스콧 모시어,유니버설픽쳐스인터내셔널 코리아(유),2018-12-19,장편,미국,724,4188466900,552962,애니메이션,전체관람가,일반영화,2018,12,겨울
905,유령,이해영,(주)씨제이이엔엠,2023-01-18,장편,한국,1099,5668371088,552958,액션,15세관람가,일반영화,2023,1,겨울
906,메카닉: 리크루트,데니스 간젤,(주)제이앤씨미디어그룹,2016-08-31,장편,미국,320,4458200800,551897,액션,15세관람가,일반영화,2016,8,여름
907,극장판 요괴워치: 탄생의 비밀이다냥!,우시로 신지,(주)씨제이이엔엠,2015-07-22,장편,일본,509,3886775100,550728,애니메이션,전체관람가,일반영화,2015,7,여름
908,점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)넥스트엔터테인먼트월드(NEW),2018-12-25,장편,한국,672,4293073300,550059,애니메이션,전체관람가,일반영화,2018,12,겨울
909,나쁜 녀석들: 포에버,빌랄 팔라,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020-01-15,장편,미국,896,4880576760,547775,액션,청소년관람불가,일반영화,2020,1,겨울
910,원더 우먼 1984,팻티 젠킨스,워너브러더스 코리아(주),2020-12-23,장편,미국,2260,4938591400,546897,액션,12세관람가,일반영화,2020,12,겨울
911,너는 펫,김병곤,롯데쇼핑㈜롯데엔터테인먼트,2011-11-10,장편,한국,341,3798398000,540972,멜로/로맨스,12세관람가,일반영화,2011,11,가을
912,"그날, 바다",김지영,(주)엣나인필름,2018-04-12,장편,한국,611,4445554528,540558,다큐멘터리,15세관람가,독립/예술영화,2018,4,봄
913,트럭,권형진,(주)싸이더스,2008-09-25,장편,한국,257,3668218000,540485,범죄,청소년관람불가,일반영화,2008,9,가을
914,툼레이더,로아 우타우,워너브러더스 코리아(주),2018-03-08,장편,미국,806,4500905762,540410,액션,12세관람가,일반영화,2018,3,봄
915,애프터 어스,M. 나이트 샤말란,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-05-30,장편,미국,484,3831856167,537920,SF,12세관람가,일반영화,2013,5,봄
916,국제수사,김봉한,(주)쇼박스,2020-09-29,장편,한국,1074,4496549760,537470,코미디,15세관람가,일반영화,2020,9,가을
917,이태원 살인사건,홍기선,(주)쇼박스,2009-09-10,장편,한국,236,4023152210,537075,범죄,15세관람가,독립/예술영화,2009,9,가을
918,메리와 마녀의 꽃,요네바야시 히로마사,CGV아트하우스,2017-12-07,장편,일본,751,4064258739,535354,애니메이션,전체관람가,일반영화,2017,12,겨울
919,페르디난드,카를로스 살다나,이십세기폭스코리아(주),2018-01-03,장편,미국,698,3854216500,533776,애니메이션,전체관람가,일반영화,2018,1,겨울
920,미쓰 홍당무,이경미,(주)벤티지홀딩스,2008-10-16,장편,한국,290,3564401608,532324,드라마,청소년관람불가,일반영화,2008,10,가을
921,사이코메트리,권호영,(주)씨제이이엔엠,2013-03-07,장편,한국,429,3964769129,531953,미스터리,청소년관람불가,일반영화,2013,3,봄
922,침입자,손원평,(주)에이스메이커무비웍스,2020-06-04,장편,한국,1365,4806314000,531212,미스터리,15세관람가,일반영화,2020,6,여름
923,이상한 나라의 수학자,박동훈,(주)쇼박스,2022-03-09,장편,한국,1357,4996234520,528900,드라마,12세관람가,일반영화,2022,3,봄
924,버닝,이창동,CGV아트하우스,2018-05-17,장편,한국,739,4714345098,528153,미스터리,청소년관람불가,일반영화,2018,5,봄
925,챔프,이환경,(주)쇼박스,2011-09-07,장편,한국,288,3805721000,528149,드라마,12세관람가,일반영화,2011,9,가을
926,7년의 밤,추창민,(주)씨제이이엔엠,2018-03-28,장편,한국,872,3969337524,528007,스릴러,15세관람가,일반영화,2018,3,봄
927,메가로돈,존 터틀타웁,워너브러더스 코리아(주),2018-08-15,장편,미국,601,4510731497,527331,액션,12세관람가,일반영화,2018,8,여름
928,러브 & 드럭스,에드워드 즈윅,이십세기폭스코리아(주),2011-01-13,장편,미국,284,4125733000,527077,멜로/로맨스,청소년관람불가,일반영화,2011,1,겨울
929,몬스터,황인호,롯데쇼핑㈜롯데엔터테인먼트,2014-03-13,장편,한국,527,4136202515,526282,스릴러,청소년관람불가,일반영화,2014,3,봄
930,콰이어트 플레이스,존 크래신스키,롯데쇼핑㈜롯데엔터테인먼트,2018-04-12,장편,미국,677,4580889849,526073,공포(호러),15세관람가,일반영화,2018,4,봄
931,명탐정 코난: 11번째 스트라이커,시즈노 코분,(주)씨제이이엔엠,2012-07-19,장편,일본,350,3363777000,524914,애니메이션,12세관람가,일반영화,2012,7,여름
932,미스트,프랭크 다라본트,영화사청어람(주),2008-01-10,장편,미국,197,3404297000,524572,SF,15세관람가,일반영화,2008,1,겨울
933,언노운,자움 콜렛 세라,워너브러더스 코리아(주),2011-02-17,장편,미국,186,3953681000,522794,드라마,15세관람가,일반영화,2011,2,겨울
934,체인질링,클린트 이스트우드,유니버설픽쳐스인터내셔널 코리아(유),2009-01-22,장편,미국,167,3581346406,522667,드라마,청소년관람불가,일반영화,2009,1,겨울
935,헬머니,신한솔,(주)넥스트엔터테인먼트월드(NEW),2015-03-05,장편,한국,422,4096141972,519983,코미디,청소년관람불가,일반영화,2015,3,봄
936,퍼시 잭슨과 괴물의 바다,쏘어 프류덴탈,이십세기폭스코리아(주),2013-09-12,장편,미국,409,3791349609,519584,판타지,12세관람가,일반영화,2013,9,가을
937,얼라이드,로버트 저메키스,롯데쇼핑㈜롯데엔터테인먼트,2017-01-11,장편,미국,546,4278041179,518886,스릴러,15세관람가,일반영화,2017,1,겨울
938,호두까기 인형과 4개의 왕국,라세 할스트롬,월트디즈니컴퍼니코리아 유한책임회사,2018-12-06,장편,미국,294,4153747200,518272,판타지,전체관람가,일반영화,2018,12,겨울
939,장르만 로맨스,조은지,(주)넥스트엔터테인먼트월드(NEW),2021-11-17,장편,한국,1194,5191579940,518269,드라마,15세관람가,일반영화,2021,11,가을
940,소셜 네트워크,데이빗 핀처,워터홀컴퍼니(주),2010-11-18,장편,미국,302,3803054495,517286,드라마,15세관람가,일반영화,2010,11,가을
941,고스트버스터즈,폴 페이그,유니버설픽쳐스인터내셔널 코리아(유),2016-08-25,장편,미국,511,4116292075,515522,액션,12세관람가,일반영화,2016,8,여름
942,피라냐,알렉산더 아야,에스케이텔레콤(주),2010-08-26,장편,미국,306,5756700191,515074,액션,청소년관람불가,일반영화,2010,8,여름
943,퍼스트 어벤져,조 존스톤,(주)씨제이이엔엠,2011-07-28,장편,미국,363,4163130500,514417,액션,12세관람가,일반영화,2011,7,여름
944,여배우들,이재용,(주)쇼박스,2009-12-10,장편,한국,271,3784176467,514052,드라마,12세관람가,독립/예술영화,2009,12,겨울
945,애드 아스트라,제임스 그레이,이십세기폭스코리아(주),2019-09-19,장편,미국,853,4518393460,513375,SF,12세관람가,일반영화,2019,9,가을
946,거울나라의 앨리스,제임스 보빈,월트디즈니컴퍼니코리아(주),2016-09-07,장편,미국,515,4145733267,513202,어드벤처,12세관람가,일반영화,2016,9,가을
947,발레리안: 천 개 행성의 도시,뤽 베송,판씨네마(주),2017-08-30,장편,프랑스,629,4047756408,511931,액션,12세관람가,일반영화,2017,8,여름
948,프렌즈: 몬스터섬의비밀,야마자키 타카시,(주)스마일이엔티,2011-12-29,장편,일본,297,3745986000,510996,애니메이션,전체관람가,일반영화,2011,12,겨울
949,가려진 시간,엄태화,(주)쇼박스,2016-11-16,장편,한국,884,3946462400,510878,드라마,12세관람가,일반영화,2016,11,가을
950,13구역: 얼티메이텀,패트릭 알레산드렝,㈜케이디미디어,2009-04-16,장편,프랑스,246,3404416275,509640,액션,15세관람가,일반영화,2009,4,봄
951,먹고 기도하고 사랑하라,라이언 머피,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-09-30,장편,미국,280,3738208724,509623,드라마,15세관람가,일반영화,2010,9,가을
952,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,(주)이수C&E,2017-12-21,장편,일본,626,3814315500,509555,애니메이션,전체관람가,일반영화,2017,12,겨울
953,명탐정 코난: 순흑의 악몽,시즈노 코분,(주)씨제이이엔엠,2016-08-03,장편,일본,447,3754104500,507508,애니메이션,12세관람가,일반영화,2016,8,여름
954,스타워즈: 라이즈 오브 스카이워커,J.J. 에이브럼스,월트디즈니컴퍼니코리아 유한책임회사,2020-01-08,장편,미국,957,4704790210,507265,액션,12세관람가,일반영화,2020,1,겨울
955,남자사용설명서,이원석,(주)쇼박스,2013-02-14,장편,한국,372,3602049257,507257,코미디,15세관람가,일반영화,2013,2,겨울
956,셰이프 오브 워터: 사랑의 모양,기예르모 델 토로,이십세기폭스코리아(주),2018-02-22,장편,미국,404,4210511600,506261,어드벤처,청소년관람불가,일반영화,2018,2,겨울
